iter	Passed	Remaining
3386	2110	1004
3387	2110	1004
3388	2111	1003
3389	2111	1003
3390	2112	1002
3391	2113	1001
3392	2113	1001
3393	2114	1000
3394	2114	999
3395	2115	999
3396	2116	998
3397	2116	997
3398	2117	997
3399	2117	996
3400	2118	995
3401	2118	995
3402	2119	994
3403	2120	994
3404	2120	993
3405	2121	992
3406	2121	992
3407	2122	991
3408	2123	990
3409	2123	990
3410	2124	989
3411	2124	988
3412	2125	988
3413	2125	987
3414	2126	986
3415	2127	986
3416	2127	985
3417	2128	985
3418	2129	984
3419	2129	983
3420	2130	983
3421	2131	982
3422	2131	982
3423	2132	981
3424	2132	980
3425	2133	980
3426	2133	979
3427	2134	978
3428	2135	978
3429	2135	977
3430	2136	976
3431	2136	976
3432	2137	975
3433	2137	974
3434	2138	974
3435	2139	973
3436	2139	972
3437	2140	972
3438	2140	971
3439	2141	971
3440	2141	970
3441	2142	969
3442	2142	969
3443	2143	968
3444	2144	967
3445	2144	967
3446	2145	966
3447	2145	965
3448	2146	965
3449	2146	964
3450	2147	963
3451	2148	963
3452	2149	962
3453	2149	962
3454	2150	961
3455	2150	960
3456	2151	960
3457	2151	959
3458	2152	959
3459	2153	958
3460	2153	957
3461	2154	957
3462	2155	956
3463	2155	955
3464	2156	955
3465	2156	954
3466	2157	953
3467	2157	953
3468	2158	952
3469	2159	952
3470	2159	951
3471	2160	950
3472	2161	950
3473	2161	949
3474	2162	948
3475	2163	948
3476	2163	947
3477	2164	947
3478	2164	946
3479	2165	945
3480	2165	945
3481	2166	944
3482	2167	943
3483	2167	943
3484	2168	942
3485	2168	941
3486	2169	941
3487	2169	940
3488	2170	939
3489	2171	939
3490	2171	938
3491	2172	938
3492	2172	937
3493	2173	936
3494	2174	936
3495	2174	935
3496	2175	934
3497	2175	934
3498	2176	933
3499	2177	933
3500	2177	932
3501	2178	931
3502	2178	931
3503	2179	930
3504	2179	929
3505	2180	929
3506	2181	928
3507	2181	927
3508	2182	927
3509	2183	926
3510	2183	926
3511	2184	925
3512	2184	924
3513	2185	924
3514	2186	923
3515	2186	922
3516	2187	922
3517	2188	921
3518	2188	921
3519	2189	920
3520	2190	920
3521	2190	919
3522	2191	918
3523	2192	918
3524	2192	917
3525	2193	916
3526	2193	916
3527	2194	915
3528	2195	914
3529	2195	914
3530	2196	913
3531	2196	913
3532	2197	912
3533	2197	911
3534	2198	911
3535	2199	910
3536	2199	909
3537	2200	909
3538	2200	908
3539	2201	907
3540	2202	907
3541	2202	906
3542	2203	906
3543	2203	905
3544	2204	904
3545	2204	904
3546	2205	903
3547	2205	902
3548	2206	902
3549	2207	901
3550	2207	900
3551	2208	900
3552	2208	899
3553	2209	898
3554	2209	898
3555	2210	897
3556	2211	896
3557	2211	896
3558	2212	895
3559	2212	895
3560	2213	894
3561	2213	893
3562	2214	893
3563	2215	892
3564	2215	891
3565	2216	891
3566	2216	890
3567	2217	889
3568	2218	889
3569	2218	888
3570	2219	888
3571	2219	887
3572	2220	886
3573	2221	886
3574	2221	885
3575	2222	884
3576	2222	884
3577	2223	883
3578	2224	883
3579	2224	882
3580	2225	881
3581	2225	881
3582	2226	880
3583	2227	879
3584	2227	879
3585	2228	878
3586	2228	878
3587	2229	877
3588	2230	876
3589	2230	876
3590	2231	875
3591	2232	874
3592	2232	874
3593	2233	873
3594	2233	872
3595	2234	872
3596	2234	871
3597	2235	871
3598	2236	870
3599	2236	869
3600	2237	869
3601	2237	868
3602	2238	867
3603	2239	867
3604	2239	866
3605	2240	866
3606	2240	865
3607	2241	864
3608	2241	864
3609	2242	863
3610	2242	862
3611	2243	862
3612	2244	861
3613	2244	860
3614	2245	860
3615	2246	859
3616	2246	859
3617	2247	858
3618	2248	857
3619	2248	857
3620	2249	856
3621	2249	855
3622	2250	855
3623	2251	854
3624	2251	854
3625	2252	853
3626	2253	852
3627	2253	852
3628	2254	851
3629	2255	851
3630	2255	850
3631	2256	849
3632	2256	849
3633	2257	848
3634	2258	847
3635	2258	847
3636	2259	846
3637	2259	846
3638	2260	845
3639	2261	844
3640	2261	844
3641	2262	843
3642	2262	842
3643	2263	842
3644	2263	841
3645	2264	840
3646	2265	840
3647	2265	839
3648	2266	839
3649	2266	838
3650	2267	837
3651	2267	837
3652	2269	836
3653	2269	836
3654	2270	835
3655	2270	834
3656	2271	834
3657	2272	833
3658	2272	832
3659	2273	832
3660	2273	831
3661	2274	830
3662	2274	830
3663	2275	829
3664	2276	829
3665	2276	828
3666	2277	827
3667	2277	827
3668	2278	826
3669	2279	826
3670	2280	825
3671	2280	824
3672	2281	824
3673	2281	823
3674	2282	822
3675	2282	822
3676	2283	821
3677	2283	820
3678	2284	820
3679	2285	819
3680	2285	819
3681	2286	818
3682	2286	817
3683	2287	817
3684	2287	816
3685	2288	815
3686	2289	815
3687	2289	814
3688	2290	813
3689	2290	813
3690	2291	812
3691	2292	812
3692	2292	811
3693	2293	810
3694	2293	810
3695	2294	809
3696	2294	808
3697	2295	808
3698	2295	807
3699	2296	806
3700	2297	806
3701	2297	805
3702	2298	804
3703	2298	804
3704	2299	803
3705	2299	803
3706	2300	802
3707	2301	801
3708	2301	801
3709	2302	800
3710	2302	799
3711	2303	799
3712	2304	798
3713	2305	798
3714	2305	797
3715	2306	796
3716	2306	796
3717	2307	795
3718	2308	795
3719	2308	794
3720	2309	793
3721	2309	793
3722	2310	792
3723	2310	791
3724	2311	791
3725	2312	790
3726	2312	789
3727	2313	789
3728	2315	789
3729	2315	788
3730	2316	787
3731	2316	787
3732	2317	786
3733	2317	785
3734	2319	785
3735	2319	784
3736	2320	784
3737	2320	783
3738	2321	782
3739	2322	782
3740	2322	781
3741	2323	781
3742	2324	780
3743	2325	780
3744	2325	779
3745	2326	778
3746	2326	778
3747	2327	777
3748	2327	776
3749	2328	776
3750	2329	775
3751	2329	774
3752	2330	774
3753	2330	773
3754	2331	772
3755	2331	772
3756	2332	771
3757	2333	771
3758	2333	770
3759	2334	769
3760	2335	769
3761	2335	768
3762	2336	768
3763	2337	767
3764	2337	766
3765	2338	766
3766	2338	765
3767	2339	764
3768	2340	764
3769	2340	763
3770	2341	763
3771	2341	762
3772	2342	761
3773	2343	761
3774	2343	760
3775	2344	759
3776	2344	759
3777	2345	758
3778	2345	757
3779	2346	757
3780	2346	756
3781	2347	756
3782	2347	755
3783	2348	754
3784	2349	754
3785	2349	753
3786	2350	752
3787	2350	752
3788	2351	751
3789	2351	750
3790	2352	750
3791	2353	749
3792	2353	748
3793	2354	748
3794	2355	747
3795	2355	747
3796	2356	746
3797	2357	745
3798	2357	745
3799	2358	744
3800	2358	744
3801	2359	743
3802	2359	742
3803	2360	742
3804	2361	741
3805	2361	740
3806	2362	740
3807	2362	739
3808	2363	738
3809	2363	738
3810	2364	737
3811	2364	737
3812	2365	736
3813	2366	735
3814	2366	735
3815	2367	734
3816	2368	733
3817	2368	733
3818	2369	732
3819	2369	731
3820	2370	731
3821	2370	730
3822	2371	730
3823	2371	729
3824	2372	728
3825	2372	728
3826	2373	727
3827	2374	726
3828	2374	726
3829	2375	725
3830	2375	724
3831	2376	724
3832	2377	723
3833	2377	723
3834	2378	722
3835	2378	721
3836	2379	721
3837	2379	720
3838	2380	719
3839	2381	719
3840	2381	718
3841	2382	718
3842	2382	717
3843	2383	716
3844	2383	716
3845	2384	715
3846	2385	714
3847	2385	714
3848	2386	713
3849	2386	712
3850	2387	712
3851	2388	711
3852	2388	711
3853	2389	710
3854	2389	709
3855	2390	709
3856	2390	708
3857	2391	707
3858	2391	707
3859	2392	706
3860	2393	705
3861	2393	705
3862	2394	704
3863	2394	704
3864	2395	703
3865	2395	702
3866	2396	702
3867	2397	701
3868	2397	700
3869	2398	700
3870	2398	699
3871	2399	698
3872	2399	698
3873	2400	697
3874	2400	697
3875	2401	696
3876	2402	695
3877	2402	695
3878	2403	694
3879	2403	693
3880	2404	693
3881	2405	692
3882	2405	692
3883	2406	691
3884	2406	690
3885	2407	690
3886	2408	689
3887	2408	688
3888	2409	688
3889	2409	687
3890	2410	686
3891	2410	686
3892	2411	685
3893	2412	685
3894	2412	684
3895	2413	683
3896	2413	683
3897	2414	682
3898	2415	681
3899	2415	681
3900	2416	680
3901	2417	680
3902	2417	679
3903	2418	678
3904	2418	678
3905	2419	677
3906	2420	677
3907	2420	676
3908	2421	675
3909	2422	675
3910	2422	674
3911	2423	673
3912	2423	673
3913	2424	672
3914	2424	672
3915	2425	671
3916	2426	670
3917	2427	670
3918	2427	669
3919	2428	669
3920	2429	668
3921	2429	667
3922	2430	667
3923	2431	666
3924	2431	666
3925	2432	665
3926	2432	664
3927	2433	664
3928	2433	663
3929	2434	662
3930	2435	662
3931	2435	661
3932	2436	660
3933	2436	660
3934	2437	659
3935	2438	659
3936	2438	658
3937	2439	657
3938	2440	657
3939	2441	656
3940	2441	656
3941	2442	655
3942	2442	654
3943	2443	654
3944	2444	653
3945	2444	653
3946	2445	652
3947	2445	651
3948	2446	651
3949	2447	650
3950	2447	649
3951	2448	649
3952	2448	648
3953	2449	647
3954	2450	647
3955	2450	646
3956	2451	646
3957	2451	645
3958	2452	644
3959	2452	644
3960	2453	643
3961	2454	642
3962	2454	642
3963	2455	641
3964	2455	641
3965	2456	640
3966	2456	639
3967	2457	639
3968	2458	638
3969	2458	637
3970	2459	637
3971	2459	636
3972	2460	636
3973	2461	635
3974	2461	634
3975	2462	634
3976	2462	633
3977	2463	632
3978	2464	632
3979	2465	631
3980	2465	631
3981	2466	630
3982	2466	629
3983	2467	629
3984	2467	628
3985	2468	627
3986	2469	627
3987	2469	626
3988	2470	626
3989	2471	625
3990	2471	624
3991	2472	624
3992	2472	623
3993	2473	622
3994	2474	622
3995	2474	621
3996	2475	621
3997	2476	620
3998	2476	619
3999	2477	619
4000	2477	618
4001	2478	618
4002	2478	617
4003	2479	616
4004	2479	616
4005	2480	615
4006	2481	614
4007	2481	614
4008	2482	613
4009	2482	612
4010	2483	612
4011	2484	611
4012	2484	611
4013	2485	610
4014	2485	609
4015	2486	609
4016	2486	608
4017	2487	607
4018	2487	607
4019	2488	606
4020	2489	606
4021	2489	605
4022	2490	604
4023	2490	604
4024	2491	603
4025	2492	602
4026	2492	602
4027	2493	601
4028	2494	601
4029	2494	600
4030	2495	599
4031	2495	599
4032	2496	598
4033	2497	597
4034	2497	597
4035	2498	596
4036	2498	596
4037	2499	595
4038	2500	594
4039	2500	594
4040	2501	593
4041	2501	592
4042	2502	592
4043	2503	591
4044	2504	591
4045	2504	590
4046	2505	589
4047	2505	589
4048	2506	588
4049	2507	588
4050	2507	587
4051	2508	586
4052	2508	586
4053	2509	585
4054	2510	584
4055	2510	584
4056	2511	583
4057	2511	583
4058	2512	582
4059	2513	581
4060	2513	581
4061	2514	580
4062	2514	579
4063	2515	579
4064	2515	578
4065	2516	578
4066	2517	577
4067	2517	576
4068	2518	576
4069	2519	575
4070	2519	574
4071	2520	574
4072	2520	573
4073	2521	573
4074	2521	572
4075	2522	571
4076	2523	571
4077	2523	570
4078	2524	569
4079	2524	569
4080	2525	568
4081	2525	568
4082	2526	567
4083	2527	566
4084	2527	566
4085	2528	565
4086	2528	564
4087	2529	564
4088	2529	563
4089	2530	563
4090	2531	562
4091	2531	561
4092	2532	561
4093	2533	560
4094	2534	560
4095	2534	559
4096	2535	558
4097	2535	558
4098	2536	557
4099	2537	556
4100	2537	556
4101	2538	555
4102	2538	555
4103	2539	554
4104	2540	553
4105	2540	553
4106	2541	552
4107	2541	551
4108	2542	551
4109	2542	550
4110	2543	550
4111	2544	549
4112	2544	548
4113	2545	548
4114	2545	547
4115	2546	546
4116	2546	546
4117	2547	545
4118	2547	544
4119	2548	544
4120	2549	543
4121	2549	543
4122	2550	542
4123	2550	541
4124	2551	541
4125	2551	540
4126	2552	539
4127	2553	539
4128	2553	538
4129	2554	538
4130	2554	537
4131	2555	536
4132	2555	536
4133	2556	535
4134	2557	534
4135	2557	534
4136	2558	533
4137	2558	533
4138	2559	532
4139	2559	531
4140	2560	531
4141	2561	530
4142	2561	529
4143	2562	529
4144	2563	528
4145	2563	528
4146	2564	527
4147	2564	526
4148	2565	526
4149	2566	525
4150	2566	524
4151	2567	524
4152	2567	523
4153	2568	523
4154	2569	522
4155	2570	521
4156	2570	521
4157	2571	520
4158	2572	520
4159	2572	519
4160	2573	518
4161	2573	518
4162	2574	517
4163	2575	516
4164	2575	516
4165	2576	515
4166	2576	515
4167	2577	514
4168	2577	513
4169	2578	513
4170	2579	512
4171	2579	511
4172	2580	511
4173	2580	510
4174	2581	510
4175	2581	509
4176	2582	508
4177	2583	508
4178	2583	507
4179	2584	506
4180	2584	506
4181	2585	505
4182	2586	505
4183	2586	504
4184	2587	503
4185	2588	503
4186	2588	502
4187	2589	502
4188	2589	501
4189	2590	500
4190	2591	500
4191	2591	499
4192	2592	498
4193	2592	498
4194	2593	497
4195	2594	497
4196	2595	496
4197	2595	495
4198	2596	495
4199	2597	494
4200	2597	494
4201	2598	493
4202	2598	492
4203	2599	492
4204	2600	491
4205	2600	490
4206	2601	490
4207	2601	489
4208	2602	489
4209	2602	488
4210	2603	487
4211	2603	487
4212	2604	486
4213	2605	485
4214	2606	485
4215	2606	484
4216	2607	484
4217	2607	483
4218	2608	482
4219	2608	482
4220	2609	481
4221	2610	480
4222	2610	480
4223	2611	479
4224	2612	479
4225	2612	478
4226	2613	477
4227	2613	477
4228	2614	476
4229	2615	476
4230	2615	475
4231	2616	474
4232	2617	474
4233	2617	473
4234	2618	472
4235	2618	472
4236	2619	471
4237	2620	471
4238	2620	470
4239	2621	469
4240	2621	469
4241	2622	468
4242	2622	467
4243	2623	467
4244	2624	466
4245	2624	466
4246	2625	465
4247	2625	464
4248	2626	464
4249	2626	463
4250	2627	462
4251	2628	462
4252	2628	461
4253	2629	461
4254	2629	460
4255	2630	459
4256	2631	459
4257	2631	458
4258	2632	457
4259	2632	457
4260	2633	456
4261	2633	456
4262	2634	455
4263	2635	454
4264	2636	454
4265	2636	453
4266	2637	453
4267	2637	452
4268	2638	451
4269	2639	451
4270	2639	450
4271	2640	449
4272	2640	449
4273	2641	448
4274	2641	448
4275	2642	447
4276	2642	446
4277	2643	446
4278	2644	445
4279	2644	444
4280	2645	444
4281	2645	443
4282	2646	442
4283	2646	442
4284	2647	441
4285	2647	441
4286	2648	440
4287	2649	439
4288	2649	439
4289	2650	438
4290	2650	437
4291	2651	437
4292	2651	436
4293	2652	436
4294	2653	435
4295	2653	434
4296	2654	434
4297	2654	433
4298	2655	432
4299	2656	432
4300	2656	431
4301	2657	431
4302	2657	430
4303	2658	429
4304	2659	429
4305	2659	428
4306	2660	428
4307	2660	427
4308	2661	426
4309	2661	426
4310	2662	425
4311	2662	424
4312	2663	424
4313	2664	423
4314	2664	423
4315	2665	422
4316	2666	421
4317	2666	421
4318	2667	420
4319	2668	419
4320	2668	419
4321	2669	418
4322	2669	418
4323	2670	417
4324	2671	416
4325	2671	416
4326	2672	415
4327	2672	414
4328	2673	414
4329	2673	413
4330	2674	413
4331	2675	412
4332	2675	411
4333	2676	411
4334	2676	410
4335	2677	409
4336	2677	409
4337	2678	408
4338	2678	408
4339	2679	407
4340	2680	406
4341	2680	406
4342	2681	405
4343	2681	404
4344	2682	404
4345	2682	403
4346	2683	403
4347	2684	402
4348	2684	401
4349	2685	401
4350	2685	400
4351	2686	400
4352	2687	399
4353	2687	398
4354	2688	398
4355	2689	397
4356	2689	396
4357	2690	396
4358	2691	395
4359	2691	395
4360	2692	394
4361	2692	393
4362	2693	393
4363	2694	392
4364	2694	392
4365	2695	391
4366	2695	390
4367	2696	390
4368	2696	389
4369	2697	388
4370	2698	388
4371	2698	387
4372	2699	387
4373	2699	386
4374	2700	385
4375	2700	385
4376	2701	384
4377	2702	383
4378	2702	383
4379	2703	382
4380	2703	382
4381	2704	381
4382	2704	380
4383	2705	380
4384	2706	379
4385	2706	378
4386	2707	378
4387	2708	377
4388	2708	377
4389	2709	376
4390	2709	375
4391	2710	375
4392	2710	374
4393	2711	373
4394	2712	373
4395	2712	372
4396	2713	372
4397	2714	371
4398	2714	370
4399	2715	370
4400	2715	369
4401	2716	368
4402	2716	368
4403	2717	367
4404	2718	367
4405	2718	366
4406	2719	365
4407	2719	365
4408	2720	364
4409	2720	364
4410	2721	363
4411	2722	362
4412	2722	362
4413	2723	361
4414	2723	360
4415	2724	360
4416	2725	359
4417	2725	359
4418	2726	358
4419	2726	357
4420	2727	357
4421	2727	356
4422	2729	356
4423	2729	355
4424	2730	354
4425	2731	354
4426	2731	353
4427	2732	352
4428	2732	352
4429	2733	351
4430	2733	351
4431	2734	350
4432	2735	349
4433	2735	349
4434	2736	348
4435	2736	347
4436	2737	347
4437	2737	346
4438	2738	346
4439	2738	345
4440	2739	344
4441	2739	344
4442	2740	343
4443	2741	342
4444	2741	342
4445	2742	341
4446	2743	341
4447	2743	340
4448	2744	339
4449	2744	339
4450	2745	338
4451	2746	338
4452	2746	337
4453	2747	336
4454	2748	336
4455	2748	335
4456	2749	334
4457	2749	334
4458	2750	333
4459	2751	333
4460	2751	332
4461	2752	331
4462	2752	331
4463	2753	330
4464	2753	329
4465	2754	329
4466	2755	328
4467	2755	328
4468	2756	327
4469	2756	326
4470	2757	326
4471	2757	325
4472	2758	325
4473	2759	324
4474	2759	323
4475	2760	323
4476	2761	322
4477	2761	321
4478	2762	321
4479	2762	320
4480	2763	320
4481	2763	319
4482	2764	318
4483	2765	318
4484	2766	317
4485	2766	317
4486	2767	316
4487	2767	315
4488	2768	315
4489	2769	314
4490	2770	313
4491	2770	313
4492	2771	312
4493	2771	312
4494	2772	311
4495	2773	310
4496	2773	310
4497	2774	309
4498	2775	309
4499	2775	308
4500	2776	307
4501	2776	307
4502	2777	306
4503	2777	305
4504	2778	305
4505	2779	304
4506	2779	304
4507	2780	303
4508	2780	302
4509	2781	302
4510	2781	301
4511	2782	300
4512	2783	300
4513	2783	299
4514	2784	299
4515	2784	298
4516	2785	297
4517	2786	297
4518	2786	296
4519	2787	295
4520	2787	295
4521	2788	294
4522	2788	294
4523	2789	293
4524	2790	292
4525	2790	292
4526	2791	291
4527	2791	291
4528	2792	290
4529	2793	289
4530	2793	289
4531	2794	288
4532	2794	287
4533	2795	287
4534	2796	286
4535	2796	286
4536	2797	285
4537	2797	284
4538	2798	284
4539	2799	283
4540	2799	282
4541	2800	282
4542	2801	281
4543	2801	281
4544	2803	280
4545	2803	279
4546	2804	279
4547	2804	278
4548	2806	278
4549	2806	277
4550	2807	276
4551	2807	276
4552	2808	275
4553	2809	275
4554	2810	274
4555	2811	273
4556	2811	273
4557	2812	272
4558	2812	272
4559	2813	271
4560	2813	270
4561	2814	270
4562	2815	269
4563	2815	268
4564	2816	268
4565	2816	267
4566	2817	267
4567	2818	266
4568	2818	265
4569	2819	265
4570	2819	264
4571	2820	264
4572	2820	263
4573	2821	262
4574	2821	262
4575	2822	261
4576	2823	260
4577	2824	260
4578	2824	259
4579	2825	259
4580	2825	258
4581	2826	257
4582	2827	257
4583	2827	256
4584	2828	256
4585	2829	255
4586	2830	254
4587	2830	254
4588	2831	253
4589	2831	252
4590	2832	252
4591	2833	251
4592	2833	251
4593	2834	250
4594	2834	249
4595	2835	249
4596	2835	248
4597	2836	247
4598	2837	247
4599	2837	246
4600	2838	246
4601	2838	245
4602	2839	244
4603	2839	244
4604	2840	243
4605	2840	243
4606	2841	242
4607	2842	241
4608	2842	241
4609	2843	240
4610	2843	239
4611	2844	239
4612	2845	238
4613	2845	238
4614	2846	237
4615	2846	236
4616	2847	236
4617	2848	235
4618	2848	234
4619	2849	234
4620	2849	233
4621	2850	233
4622	2851	232
4623	2851	231
4624	2852	231
4625	2852	230
4626	2853	230
4627	2854	229
4628	2854	228
4629	2855	228
4630	2855	227
4631	2856	226
4632	2856	226
4633	2857	225
4634	2857	225
4635	2858	224
4636	2859	223
4637	2859	223
4638	2860	222
4639	2860	221
4640	2861	221
4641	2861	220
4642	2863	220
4643	2863	219
4644	2864	218
4645	2864	218
4646	2865	217
4647	2866	217
4648	2866	216
4649	2867	215
4650	2867	215
4651	2868	214
4652	2868	213
4653	2869	213
4654	2869	212
4655	2870	212
4656	2871	211
4657	2871	210
4658	2872	210
4659	2872	209
4660	2873	208
4661	2873	208
4662	2874	207
4663	2875	207
4664	2875	206
4665	2876	205
4666	2876	205
4667	2877	204
4668	2877	204
4669	2878	203
4670	2879	202
4671	2879	202
4672	2880	201
4673	2880	200
4674	2881	200
4675	2882	199
4676	2882	199
4677	2883	198
4678	2884	197
4679	2884	197
4680	2885	196
4681	2885	195
4682	2886	195
4683	2886	194
4684	2887	194
4685	2888	193
4686	2888	192
4687	2889	192
4688	2889	191
4689	2890	191
4690	2890	190
4691	2891	189
4692	2892	189
4693	2892	188
4694	2893	187
4695	2893	187
4696	2894	186
4697	2895	186
4698	2895	185
4699	2896	184
4700	2896	184
4701	2897	183
4702	2897	183
4703	2898	182
4704	2898	181
4705	2899	181
4706	2900	180
4707	2900	179
4708	2901	179
4709	2901	178
4710	2902	178
4711	2903	177
4712	2903	176
4713	2904	176
4714	2904	175
4715	2905	174
4716	2905	174
4717	2906	173
4718	2907	173
4719	2907	172
4720	2908	171
4721	2908	171
4722	2909	170
4723	2910	170
4724	2910	169
4725	2911	168
4726	2911	168
4727	2912	167
4728	2913	166
4729	2913	166
4730	2914	165
4731	2914	165
4732	2915	164
4733	2915	163
4734	2916	163
4735	2917	162
4736	2917	161
4737	2918	161
4738	2918	160
4739	2919	160
4740	2919	159
4741	2920	158
4742	2920	158
4743	2921	157
4744	2922	157
4745	2922	156
4746	2923	155
4747	2923	155
4748	2924	154
4749	2924	153
4750	2925	153
4751	2926	152
4752	2926	152
4753	2927	151
4754	2927	150
4755	2928	150
4756	2928	149
4757	2929	148
4758	2929	148
4759	2930	147
4760	2930	147
4761	2931	146
4762	2932	145
4763	2932	145
4764	2933	144
4765	2933	144
4766	2934	143
4767	2934	142
4768	2935	142
4769	2936	141
4770	2936	140
4771	2937	140
4772	2937	139
4773	2938	139
4774	2939	138
4775	2939	137
4776	2940	137
4777	2940	136
4778	2941	136
4779	2941	135
4780	2942	134
4781	2942	134
4782	2943	133
4783	2944	132
4784	2944	132
4785	2945	131
4786	2946	131
4787	2946	130
4788	2947	129
4789	2947	129
4790	2948	128
4791	2949	128
4792	2949	127
4793	2950	126
4794	2952	126
4795	2952	125
4796	2953	124
4797	2953	124
4798	2954	123
4799	2954	123
4800	2955	122
4801	2955	121
4802	2956	121
4803	2957	120
4804	2957	120
4805	2958	119
4806	2958	118
4807	2959	118
4808	2960	117
4809	2961	116
4810	2961	116
4811	2962	115
4812	2963	115
4813	2963	114
4814	2964	113
4815	2964	113
4816	2966	112
4817	2966	112
4818	2967	111
4819	2967	110
4820	2968	110
4821	2968	109
4822	2969	108
4823	2970	108
4824	2970	107
4825	2971	107
4826	2971	106
4827	2972	105
4828	2972	105
4829	2973	104
4830	2974	104
4831	2974	103
4832	2975	102
4833	2975	102
4834	2976	101
4835	2976	100
4836	2977	100
4837	2978	99
4838	2978	99
4839	2979	98
4840	2980	97
4841	2980	97
4842	2981	96
4843	2981	96
4844	2982	95
4845	2982	94
4846	2983	94
4847	2984	93
4848	2984	92
4849	2985	92
4850	2986	91
4851	2986	91
4852	2987	90
4853	2987	89
4854	2988	89
4855	2988	88
4856	2989	88
4857	2990	87
4858	2990	86
4859	2991	86
4860	2992	85
4861	2992	84
4862	2993	84
4863	2993	83
4864	2994	83
4865	2994	82
4866	2995	81
4867	2995	81
4868	2996	80
4869	2997	80
4870	2997	79
4871	2998	78
4872	2998	78
4873	2999	77
4874	3000	76
4875	3000	76
4876	3001	75
4877	3002	75
4878	3002	74
4879	3003	73
4880	3003	73
4881	3004	72
4882	3004	72
4883	3005	71
4884	3006	70
4885	3006	70
4886	3007	69
4887	3007	68
4888	3008	68
4889	3009	67
4890	3009	67
4891	3010	66
4892	3010	65
4893	3011	65
4894	3012	64
4895	3012	63
4896	3013	63
4897	3013	62
4898	3014	62
4899	3015	61
4900	3015	60
4901	3016	60
4902	3017	59
4903	3017	59
4904	3018	58
4905	3019	57
4906	3019	57
4907	3020	56
4908	3020	55
4909	3021	55
4910	3021	54
4911	3022	54
4912	3023	53
4913	3023	52
4914	3024	52
4915	3025	51
4916	3025	51
4917	3026	50
4918	3027	49
4919	3027	49
4920	3028	48
4921	3029	48
4922	3029	47
4923	3030	46
4924	3030	46
4925	3031	45
4926	3031	44
4927	3032	44
4928	3033	43
4929	3033	43
4930	3034	42
4931	3035	41
4932	3035	41
4933	3036	40
4934	3036	40
4935	3037	39
4936	3038	38
4937	3038	38
4938	3039	37
4939	3039	36
4940	3040	36
4941	3041	35
4942	3041	35
4943	3042	34
4944	3042	33
4945	3043	33
4946	3044	32
4947	3044	31
4948	3045	31
4949	3045	30
4950	3046	30
4951	3046	29
4952	3047	28
4953	3048	28
4954	3048	27
4955	3049	27
4956	3049	26
4957	3050	25
4958	3051	25
4959	3052	24
4960	3052	23
4961	3053	23
4962	3053	22
4963	3054	22
4964	3055	21
4965	3056	20
4966	3056	20
4967	3057	19
4968	3057	19
4969	3058	18
4970	3059	17
4971	3059	17
4972	3060	16
4973	3060	15
4974	3061	15
4975	3061	14
4976	3062	14
4977	3063	13
4978	3063	12
4979	3064	12
4980	3065	11
4981	3065	11
4982	3066	10
4983	3067	9
4984	3067	9
4985	3068	8
4986	3068	7
4987	3069	7
4988	3069	6
4989	3070	6
4990	3071	5
4991	3071	4
4992	3072	4
4993	3072	3
4994	3073	3
4995	3074	2
4996	3074	1
4997	3075	1
4998	3075	0
4999	3076	0
